Fecha;Provincia;Consumo energético (kWh/m²);Media de residentes;Potencia contratada (kW);Tipo de vivienda
2024-04-24;Santa Cruz de Tenerife;96.88;3.4;3.3;Piso
2024-04-24;Teruel;240.01;2.5;5.5;Piso
2024-04-24;Toledo;90.05;3.8;4.4;Adosado
2024-04-24;Valencia;92.95;4.8;5.5;Casa unifamiliar
2024-04-24;Valladolid;88.93;3.6;7.7;Adosado
2024-04-24;Vizcaya;266.03;4.1;6.6;Casa unifamiliar
2024-04-24;Zamora;231.25;1.9;4.4;Piso
2024-04-24;Zaragoza;136.91;3.3;6.6;Casa unifamiliar
2024-04-25;Álava;207.23;4.0;4.4;Casa unifamiliar
2024-04-25;Albacete;71.65;2.7;4.4;Piso
2024-04-25;Alicante;211.1;1.1;4.4;Piso
2024-04-25;Almería;290.54;3.1;5.5;Adosado
2024-04-25;Asturias;177.25;1.7;4.4;Piso
2024-04-25;Ávila;216.49;4.2;3.3;Casa unifamiliar
2024-04-25;Badajoz;143.35;1.6;7.7;Adosado
2024-04-25;Baleares;161.81;3.9;6.6;Casa unifamiliar
2024-04-25;Barcelona;73.21;4.7;7.7;Piso
2024-04-25;Burgos;54.45;4.2;6.6;Casa unifamiliar
2024-04-25;Cáceres;213.87;2.2;6.6;Adosado
2024-04-25;Cádiz;222.14;3.9;5.5;Piso
2024-04-25;Cantabria;272.37;4.2;7.7;Casa unifamiliar
2024-04-25;Castellón;276.0;2.9;7.7;Casa unifamiliar
2024-04-25;Ciudad Real;50.82;1.8;5.5;Adosado
2024-04-25;Córdoba;153.82;4.7;5.5;Casa unifamiliar
2024-04-25;La Coruña;194.05;3.5;4.4;Dúplex
2024-04-25;Cuenca;100.54;3.1;6.6;Piso
2024-04-25;Gerona;81.6;1.8;5.5;Casa unifamiliar
2024-04-25;Granada;147.9;3.1;6.6;Adosado
2024-04-25;Guadalajara;175.36;1.1;7.7;Casa unifamiliar
2024-04-25;Guipúzcoa;203.61;3.2;6.6;Adosado
2024-04-25;Huelva;158.75;4.4;3.3;Casa unifamiliar
2024-04-25;Huesca;184.49;2.2;3.3;Adosado
2024-04-25;Jaén;203.15;4.9;4.4;Casa unifamiliar
2024-04-25;León;299.19;3.3;7.7;Piso
2024-04-25;Lérida;244.46;1.3;4.4;Piso
2024-04-25;Lugo;90.23;1.2;4.4;Casa unifamiliar
2024-04-25;Madrid;119.78;3.5;5.5;Adosado
2024-04-25;Málaga;207.52;1.5;7.7;Casa unifamiliar
2024-04-25;Murcia;178.51;4.6;6.6;Piso
2024-04-25;Navarra;112.19;3.7;6.6;Piso
2024-04-25;Orense;200.42;1.4;5.5;Adosado
2024-04-25;Palencia;261.37;4.5;5.5;Dúplex
2024-04-25;Las Palmas;226.78;3.9;4.4;Dúplex
2024-04-25;Pontevedra;263.55;3.2;5.5;Adosado
2024-04-25;La Rioja;207.06;1.5;6.6;Casa unifamiliar
2024-04-25;Salamanca;291.36;1.9;6.6;Adosado
2024-04-25;Segovia;145.9;3.4;7.7;Casa unifamiliar
2024-04-25;Sevilla;253.12;1.2;5.5;Dúplex
2024-04-25;Soria;175.96;3.0;7.7;Dúplex
2024-04-25;Tarragona;245.47;2.3;7.7;Adosado
2024-04-25;Santa Cruz de Tenerife;225.47;4.0;5.5;Adosado
2024-04-25;Teruel;34.81;3.6;3.3;Dúplex
2024-04-25;Toledo;183.72;4.4;6.6;Dúplex
2024-04-25;Valencia;129.35;2.4;6.6;Casa unifamiliar
2024-04-25;Valladolid;286.62;2.8;6.6;Piso
2024-04-25;Vizcaya;218.65;2.8;6.6;Piso
2024-04-25;Zamora;113.35;2.5;3.3;Piso
2024-04-25;Zaragoza;236.18;1.5;4.4;Casa unifamiliar
2024-04-26;Álava;171.69;1.7;6.6;Piso
2024-04-26;Albacete;189.89;2.2;5.5;Casa unifamiliar
2024-04-26;Alicante;143.25;3.2;4.4;Dúplex
2024-04-26;Almería;171.1;2.4;6.6;Piso
2024-04-26;Asturias;190.06;4.3;5.5;Dúplex
2024-04-26;Ávila;218.36;3.9;7.7;Casa unifamiliar
2024-04-26;Badajoz;162.95;3.4;5.5;Dúplex
2024-04-26;Baleares;53.67;4.0;5.5;Piso
2024-04-26;Barcelona;277.71;2.5;3.3;Piso
2024-04-26;Burgos;209.17;3.4;3.3;Dúplex
2024-04-26;Cáceres;49.63;2.2;7.7;Adosado
2024-04-26;Cádiz;55.92;2.9;6.6;Casa unifamiliar
2024-04-26;Cantabria;271.73;1.8;3.3;Dúplex
2024-04-26;Castellón;179.67;4.8;6.6;Adosado
2024-04-26;Ciudad Real;181.72;4.0;7.7;Adosado
2024-04-26;Córdoba;161.09;2.5;5.5;Dúplex
2024-04-26;La Coruña;111.53;3.0;5.5;Dúplex
2024-04-26;Cuenca;58.54;4.5;3.3;Adosado
2024-04-26;Gerona;171.48;2.5;4.4;Dúplex
2024-04-26;Granada;193.81;3.9;4.4;Piso
2024-04-26;Guadalajara;42.08;4.7;7.7;Adosado
2024-04-26;Guipúzcoa;121.27;3.0;3.3;Casa unifamiliar
2024-04-26;Huelva;105.72;1.6;6.6;Casa unifamiliar
2024-04-26;Huesca;132.1;4.4;5.5;Casa unifamiliar
2024-04-26;Jaén;168.03;2.4;7.7;Casa unifamiliar
2024-04-26;León;153.32;4.9;7.7;Piso
2024-04-26;Lérida;105.24;1.8;6.6;Piso
2024-04-26;Lugo;218.5;3.8;5.5;Casa unifamiliar
2024-04-26;Madrid;158.3;3.4;3.3;Adosado
2024-04-26;Málaga;199.18;1.6;5.5;Adosado
2024-04-26;Murcia;232.91;4.1;4.4;Casa unifamiliar
2024-04-26;Navarra;58.61;2.7;4.4;Piso
2024-04-26;Orense;48.41;4.2;6.6;Casa unifamiliar
2024-04-26;Palencia;278.51;3.8;7.7;Casa unifamiliar
2024-04-26;Las Palmas;184.37;4.7;5.5;Dúplex
2024-04-26;Pontevedra;124.93;3.6;3.3;Piso
2024-04-26;La Rioja;145.62;4.9;7.7;Piso
2024-04-26;Salamanca;32.28;1.8;7.7;Dúplex
2024-04-26;Segovia;50.27;1.2;6.6;Dúplex
2024-04-26;Sevilla;289.28;2.0;7.7;Adosado
2024-04-26;Soria;102.9;2.5;4.4;Piso
2024-04-26;Tarragona;44.66;4.5;7.7;Piso
2024-04-26;Santa Cruz de Tenerife;160.42;2.5;5.5;Casa unifamiliar
2024-04-26;Teruel;129.35;2.0;5.5;Casa unifamiliar
2024-04-26;Toledo;30.54;4.6;5.5;Adosado
2024-04-26;Valencia;234.88;1.5;3.3;Dúplex
2024-04-26;Valladolid;249.23;1.3;6.6;Dúplex
2024-04-26;Vizcaya;202.83;4.8;3.3;Casa unifamiliar
2024-04-26;Zamora;283.08;3.9;7.7;Dúplex
2024-04-26;Zaragoza;112.92;4.7;4.4;Adosado
2024-04-27;Álava;275.4;3.4;4.4;Dúplex
2024-04-27;Albacete;59.96;2.5;5.5;Piso
2024-04-27;Alicante;232.11;4.4;4.4;Adosado
2024-04-27;Almería;68.78;2.3;6.6;Dúplex
2024-04-27;Asturias;221.99;4.4;4.4;Casa unifamiliar
2024-04-27;Ávila;191.66;3.9;3.3;Adosado
2024-04-27;Badajoz;192.36;4.4;7.7;Piso
2024-04-27;Baleares;55.75;1.5;5.5;Piso
2024-04-27;Barcelona;260.57;4.2;5.5;Dúplex
2024-04-27;Burgos;107.48;3.7;6.6;Casa unifamiliar
2024-04-27;Cáceres;20.39;2.1;6.6;Casa unifamiliar
2024-04-27;Cádiz;144.03;3.1;3.3;Adosado
2024-04-27;Cantabria;56.19;1.7;7.7;Adosado
2024-04-27;Castellón;46.56;1.0;7.7;Adosado
2024-04-27;Ciudad Real;217.26;4.0;3.3;Adosado
2024-04-27;Córdoba;153.3;1.7;3.3;Casa unifamiliar
2024-04-27;La Coruña;182.21;4.0;5.5;Piso
2024-04-27;Cuenca;146.59;4.5;5.5;Casa unifamiliar
2024-04-27;Gerona;248.98;3.3;3.3;Dúplex
2024-04-27;Granada;126.33;1.3;5.5;Casa unifamiliar
2024-04-27;Guadalajara;78.52;4.9;3.3;Casa unifamiliar
2024-04-27;Guipúzcoa;54.3;1.2;3.3;Piso
2024-04-27;Huelva;60.33;1.1;7.7;Dúplex
2024-04-27;Huesca;125.61;4.5;3.3;Dúplex
2024-04-27;Jaén;22.76;2.8;5.5;Piso
2024-04-27;León;54.08;2.9;4.4;Dúplex
2024-04-27;Lérida;225.1;3.0;4.4;Piso
2024-04-27;Lugo;59.37;1.5;3.3;Casa unifamiliar
2024-04-27;Madrid;230.78;2.8;5.5;Casa unifamiliar
2024-04-27;Málaga;42.84;2.6;3.3;Adosado
2024-04-27;Murcia;69.69;1.5;4.4;Piso
2024-04-27;Navarra;85.47;1.9;6.6;Adosado
2024-04-27;Orense;263.21;2.2;4.4;Piso
2024-04-27;Palencia;150.42;1.7;3.3;Adosado
2024-04-27;Las Palmas;143.56;4.9;4.4;Piso
2024-04-27;Pontevedra;285.37;2.6;6.6;Dúplex
2024-04-27;La Rioja;64.05;2.5;6.6;Piso
2024-04-27;Salamanca;268.75;2.7;5.5;Dúplex
2024-04-27;Segovia;251.72;3.3;6.6;Piso
2024-04-27;Sevilla;132.69;2.4;6.6;Casa unifamiliar
2024-04-27;Soria;228.1;3.8;7.7;Dúplex
2024-04-27;Tarragona;113.99;1.7;5.5;Dúplex
2024-04-27;Santa Cruz de Tenerife;215.15;2.1;5.5;Piso
2024-04-27;Teruel;126.05;2.6;6.6;Piso
2024-04-27;Toledo;46.61;2.1;6.6;Dúplex
2024-04-27;Valencia;66.92;4.5;7.7;Adosado
2024-04-27;Valladolid;234.41;1.8;6.6;Adosado
2024-04-27;Vizcaya;108.94;2.6;4.4;Piso
2024-04-27;Zamora;110.09;4.8;4.4;Casa unifamiliar
2024-04-27;Zaragoza;88.86;4.5;6.6;Piso
2024-04-28;Álava;132.67;1.8;6.6;Casa unifamiliar
2024-04-28;Albacete;265.06;3.9;4.4;Dúplex
2024-04-28;Alicante;203.13;2.1;4.4;Dúplex
2024-04-28;Almería;132.1;4.4;3.3;Piso
2024-04-28;Asturias;20.2;2.3;4.4;Dúplex
2024-04-28;Ávila;241.26;1.3;3.3;Dúplex
2024-04-28;Badajoz;84.95;4.1;3.3;Casa unifamiliar
2024-04-28;Baleares;272.32;1.5;4.4;Casa unifamiliar
2024-04-28;Barcelona;79.7;1.2;4.4;Adosado
2024-04-28;Burgos;187.4;4.1;4.4;Dúplex
2024-04-28;Cáceres;91.18;2.8;5.5;Piso
2024-04-28;Cádiz;65.26;2.1;3.3;Piso
2024-04-28;Cantabria;101.46;1.5;5.5;Piso
2024-04-28;Castellón;276.26;3.9;4.4;Casa unifamiliar
2024-04-28;Ciudad Real;205.4;3.5;6.6;Casa unifamiliar
2024-04-28;Córdoba;263.87;3.7;3.3;Dúplex
2024-04-28;La Coruña;248.75;1.0;3.3;Dúplex
2024-04-28;Cuenca;242.06;2.2;4.4;Casa unifamiliar
2024-04-28;Gerona;168.13;1.7;6.6;Adosado
2024-04-28;Granada;95.85;1.8;6.6;Adosado
2024-04-28;Guadalajara;147.47;1.4;4.4;Dúplex
2024-04-28;Guipúzcoa;167.12;2.1;3.3;Piso
2024-04-28;Huelva;92.27;1.5;4.4;Casa unifamiliar
2024-04-28;Huesca;133.22;3.5;5.5;Adosado
2024-04-28;Jaén;164.85;2.6;3.3;Casa unifamiliar
2024-04-28;León;175.12;2.3;5.5;Adosado
2024-04-28;Lérida;279.71;4.8;7.7;Dúplex
2024-04-28;Lugo;100.99;4.4;6.6;Casa unifamiliar
2024-04-28;Madrid;48.98;4.6;7.7;Dúplex
2024-04-28;Málaga;102.95;4.5;7.7;Casa unifamiliar
2024-04-28;Murcia;247.94;4.5;3.3;Casa unifamiliar
2024-04-28;Navarra;267.66;2.7;5.5;Piso
2024-04-28;Orense;284.72;1.5;3.3;Piso
2024-04-28;Palencia;296.12;1.8;4.4;Dúplex
2024-04-28;Las Palmas;259.03;3.5;3.3;Piso
2024-04-28;Pontevedra;93.22;1.5;5.5;Adosado
2024-04-28;La Rioja;215.33;3.9;4.4;Adosado
2024-04-28;Salamanca;103.26;2.4;5.5;Piso
2024-04-28;Segovia;91.34;2.4;4.4;Casa unifamiliar
2024-04-28;Sevilla;93.24;2.4;7.7;Dúplex
2024-04-28;Soria;47.02;1.7;6.6;Adosado
2024-04-28;Tarragona;281.75;1.3;5.5;Piso
2024-04-28;Santa Cruz de Tenerife;87.09;2.9;5.5;Adosado
2024-04-28;Teruel;139.74;2.4;6.6;Adosado
2024-04-28;Toledo;100.84;2.3;5.5;Piso
2024-04-28;Valencia;172.33;2.3;4.4;Adosado
2024-04-28;Valladolid;130.79;2.2;7.7;Casa unifamiliar
2024-04-28;Vizcaya;36.0;3.2;7.7;Adosado
2024-04-28;Zamora;128.04;4.5;3.3;Casa unifamiliar
2024-04-28;Zaragoza;182.49;2.3;5.5;Casa unifamiliar
2024-04-29;Álava;240.8;1.0;5.5;Dúplex
2024-04-29;Albacete;295.78;2.9;4.4;Adosado
2024-04-29;Alicante;261.42;1.5;4.4;Dúplex
2024-04-29;Almería;110.93;1.5;3.3;Casa unifamiliar
2024-04-29;Asturias;210.6;2.6;6.6;Piso
2024-04-29;Ávila;132.18;1.4;5.5;Dúplex
2024-04-29;Badajoz;64.86;4.5;3.3;Dúplex
2024-04-29;Baleares;240.27;4.1;7.7;Adosado
2024-04-29;Barcelona;103.38;1.8;6.6;Adosado
2024-04-29;Burgos;242.41;1.7;5.5;Casa unifamiliar
2024-04-29;Cáceres;174.08;2.8;5.5;Casa unifamiliar
2024-04-29;Cádiz;231.36;4.9;3.3;Adosado
2024-04-29;Cantabria;298.39;2.2;4.4;Casa unifamiliar
2024-04-29;Castellón;147.32;3.5;7.7;Casa unifamiliar
2024-04-29;Ciudad Real;268.49;1.0;4.4;Dúplex
2024-04-29;Córdoba;24.05;4.0;6.6;Dúplex
2024-04-29;La Coruña;289.78;2.6;3.3;Adosado
2024-04-29;Cuenca;248.78;2.4;3.3;Adosado
2024-04-29;Gerona;185.32;3.0;3.3;Piso
2024-04-29;Granada;263.13;5.0;3.3;Piso
2024-04-29;Guadalajara;298.82;3.1;4.4;Adosado
2024-04-29;Guipúzcoa;138.71;2.1;5.5;Adosado
2024-04-29;Huelva;131.0;4.4;5.5;Casa unifamiliar
2024-04-29;Huesca;245.1;3.6;7.7;Casa unifamiliar
2024-04-29;Jaén;109.39;1.8;3.3;Casa unifamiliar
2024-04-29;León;166.02;2.7;4.4;Dúplex
2024-04-29;Lérida;249.23;2.5;7.7;Piso
2024-04-29;Lugo;288.72;3.0;3.3;Dúplex
2024-04-29;Madrid;274.86;3.7;4.4;Adosado
2024-04-29;Málaga;268.09;1.6;7.7;Adosado
2024-04-29;Murcia;231.76;1.9;5.5;Dúplex
2024-04-29;Navarra;49.74;3.7;7.7;Piso
2024-04-29;Orense;72.2;3.1;5.5;Piso
2024-04-29;Palencia;136.21;4.5;5.5;Dúplex
2024-04-29;Las Palmas;130.4;2.0;6.6;Dúplex
2024-04-29;Pontevedra;139.62;5.0;3.3;Casa unifamiliar
2024-04-29;La Rioja;243.81;4.8;6.6;Piso
2024-04-29;Salamanca;198.73;4.9;7.7;Dúplex
2024-04-29;Segovia;68.72;3.5;5.5;Dúplex
2024-04-29;Sevilla;167.5;1.7;3.3;Dúplex
2024-04-29;Soria;153.65;3.9;6.6;Casa unifamiliar
2024-04-29;Tarragona;262.34;2.3;7.7;Casa unifamiliar
2024-04-29;Santa Cruz de Tenerife;282.79;1.3;3.3;Adosado
2024-04-29;Teruel;294.87;3.7;6.6;Dúplex
2024-04-29;Toledo;259.27;2.4;5.5;Adosado
2024-04-29;Valencia;148.8;3.0;5.5;Dúplex
2024-04-29;Valladolid;70.97;2.0;7.7;Dúplex
2024-04-29;Vizcaya;206.02;1.0;6.6;Piso
2024-04-29;Zamora;41.58;1.5;4.4;Adosado
2024-04-29;Zaragoza;260.51;1.2;4.4;Piso
2024-04-30;Álava;108.75;1.8;6.6;Dúplex
2024-04-30;Albacete;278.85;2.7;6.6;Piso
2024-04-30;Alicante;252.37;2.1;7.7;Dúplex
2024-04-30;Almería;42.39;4.2;5.5;Piso
2024-04-30;Asturias;212.09;2.1;7.7;Adosado
2024-04-30;Ávila;156.97;2.4;4.4;Adosado
2024-04-30;Badajoz;280.73;4.6;4.4;Casa unifamiliar
2024-04-30;Baleares;165.11;5.0;4.4;Adosado
2024-04-30;Barcelona;71.54;3.6;5.5;Casa unifamiliar
2024-04-30;Burgos;160.55;3.1;6.6;Dúplex
2024-04-30;Cáceres;195.29;4.3;3.3;Piso
2024-04-30;Cádiz;212.62;4.0;5.5;Piso
2024-04-30;Cantabria;138.95;1.7;4.4;Dúplex
2024-04-30;Castellón;224.17;2.0;3.3;Adosado
2024-04-30;Ciudad Real;130.74;1.6;7.7;Dúplex
2024-04-30;Córdoba;128.81;2.8;7.7;Adosado
2024-04-30;La Coruña;28.27;3.9;3.3;Adosado
2024-04-30;Cuenca;172.83;1.2;7.7;Adosado
2024-04-30;Gerona;245.87;4.9;5.5;Piso
2024-04-30;Granada;126.03;4.1;5.5;Adosado
2024-04-30;Guadalajara;193.09;4.2;4.4;Dúplex
2024-04-30;Guipúzcoa;88.48;4.8;5.5;Adosado
2024-04-30;Huelva;33.25;3.9;5.5;Adosado
2024-04-30;Huesca;237.76;2.4;7.7;Casa unifamiliar
2024-04-30;Jaén;282.92;3.3;7.7;Piso
2024-04-30;León;94.89;4.1;3.3;Adosado
2024-04-30;Lérida;205.36;2.9;7.7;Adosado
2024-04-30;Lugo;163.4;2.6;4.4;Casa unifamiliar
2024-04-30;Madrid;187.26;1.4;5.5;Casa unifamiliar
2024-04-30;Málaga;298.82;4.9;5.5;Piso
2024-04-30;Murcia;53.19;4.6;4.4;Adosado
2024-04-30;Navarra;96.23;3.4;4.4;Piso
2024-04-30;Orense;191.4;2.6;6.6;Piso
2024-04-30;Palencia;262.9;2.0;3.3;Adosado
2024-04-30;Las Palmas;27.01;3.9;6.6;Piso
2024-04-30;Pontevedra;68.19;2.6;3.3;Casa unifamiliar
2024-04-30;La Rioja;216.83;1.9;6.6;Casa unifamiliar
2024-04-30;Salamanca;36.3;2.5;6.6;Dúplex
2024-04-30;Segovia;228.54;3.4;6.6;Adosado
2024-04-30;Sevilla;42.85;2.8;6.6;Adosado
2024-04-30;Soria;273.72;4.6;5.5;Dúplex
2024-04-30;Tarragona;45.88;1.7;6.6;Piso
2024-04-30;Santa Cruz de Tenerife;198.42;2.6;3.3;Dúplex
2024-04-30;Teruel;189.07;1.6;5.5;Dúplex
2024-04-30;Toledo;110.69;2.2;4.4;Piso
2024-04-30;Valencia;75.56;1.9;7.7;Adosado
2024-04-30;Valladolid;146.06;2.6;7.7;Dúplex
2024-04-30;Vizcaya;86.02;2.2;6.6;Piso
2024-04-30;Zamora;255.21;1.7;7.7;Dúplex
2024-04-30;Zaragoza;61.93;3.9;3.3;Piso
2024-05-01;Álava;209.19;4.6;7.7;Piso
2024-05-01;Albacete;125.8;4.3;7.7;Piso
2024-05-01;Alicante;62.81;1.7;4.4;Casa unifamiliar
2024-05-01;Almería;244.94;2.7;7.7;Adosado
2024-05-01;Asturias;212.79;1.8;7.7;Dúplex
2024-05-01;Ávila;229.68;1.1;6.6;Adosado
2024-05-01;Badajoz;254.3;3.3;6.6;Casa unifamiliar
2024-05-01;Baleares;266.03;4.8;6.6;Adosado
2024-05-01;Barcelona;212.9;4.8;3.3;Piso
2024-05-01;Burgos;114.28;1.7;4.4;Adosado
2024-05-01;Cáceres;208.86;2.2;6.6;Dúplex
2024-05-01;Cádiz;152.2;1.3;7.7;Dúplex
2024-05-01;Cantabria;109.88;4.7;7.7;Adosado
2024-05-01;Castellón;296.2;2.6;7.7;Dúplex
2024-05-01;Ciudad Real;42.32;3.4;3.3;Piso
2024-05-01;Córdoba;114.17;4.1;4.4;Piso
2024-05-01;La Coruña;39.39;4.6;3.3;Piso
2024-05-01;Cuenca;22.62;4.0;3.3;Casa unifamiliar
2024-05-01;Gerona;225.61;1.0;7.7;Adosado
2024-05-01;Granada;152.92;3.3;7.7;Piso
2024-05-01;Guadalajara;76.87;2.3;5.5;Casa unifamiliar
2024-05-01;Guipúzcoa;219.29;2.1;3.3;Dúplex
2024-05-01;Huelva;237.4;2.9;3.3;Dúplex
2024-05-01;Huesca;194.97;4.7;3.3;Casa unifamiliar
2024-05-01;Jaén;231.57;1.3;6.6;Adosado
2024-05-01;León;184.57;3.3;5.5;Dúplex
2024-05-01;Lérida;88.44;4.0;6.6;Casa unifamiliar
2024-05-01;Lugo;192.2;3.2;4.4;Adosado
2024-05-01;Madrid;32.26;1.6;3.3;Casa unifamiliar
2024-05-01;Málaga;277.32;3.6;5.5;Casa unifamiliar
2024-05-01;Murcia;202.9;3.4;5.5;Adosado
2024-05-01;Navarra;26.19;4.9;5.5;Piso
2024-05-01;Orense;288.97;1.1;3.3;Casa unifamiliar
2024-05-01;Palencia;223.94;4.2;7.7;Piso
2024-05-01;Las Palmas;153.1;4.0;5.5;Piso
2024-05-01;Pontevedra;271.38;1.6;4.4;Casa unifamiliar
2024-05-01;La Rioja;186.66;3.9;3.3;Adosado
2024-05-01;Salamanca;277.49;1.4;6.6;Dúplex
2024-05-01;Segovia;157.45;3.2;6.6;Piso
2024-05-01;Sevilla;141.97;1.4;3.3;Adosado
2024-05-01;Soria;226.24;3.1;3.3;Adosado
2024-05-01;Tarragona;21.64;4.2;5.5;Adosado
2024-05-01;Santa Cruz de Tenerife;265.44;3.1;4.4;Piso
2024-05-01;Teruel;165.71;3.0;7.7;Adosado
2024-05-01;Toledo;298.78;4.3;4.4;Dúplex
2024-05-01;Valencia;230.72;1.4;6.6;Adosado
2024-05-01;Valladolid;127.73;1.4;7.7;Casa unifamiliar
2024-05-01;Vizcaya;158.0;4.9;3.3;Dúplex
2024-05-01;Zamora;101.03;1.7;6.6;Dúplex
2024-05-01;Zaragoza;246.56;4.7;5.5;Casa unifamiliar
2024-05-02;Álava;83.84;3.1;3.3;Adosado
2024-05-02;Albacete;271.4;2.4;4.4;Dúplex
2024-05-02;Alicante;99.87;3.7;3.3;Piso
2024-05-02;Almería;184.63;1.1;5.5;Adosado
2024-05-02;Asturias;237.89;3.1;3.3;Adosado
2024-05-02;Ávila;261.81;1.9;4.4;Adosado
2024-05-02;Badajoz;51.39;1.9;5.5;Piso
2024-05-02;Baleares;119.17;4.2;7.7;Piso
2024-05-02;Barcelona;86.04;1.7;3.3;Adosado
2024-05-02;Burgos;280.95;1.7;3.3;Piso
2024-05-02;Cáceres;179.92;2.5;5.5;Adosado
2024-05-02;Cádiz;255.64;4.6;5.5;Adosado
2024-05-02;Cantabria;162.0;5.0;6.6;Piso
2024-05-02;Castellón;128.77;4.1;5.5;Piso
2024-05-02;Ciudad Real;180.86;3.4;4.4;Piso
2024-05-02;Córdoba;182.84;2.8;7.7;Piso
2024-05-02;La Coruña;166.95;3.1;5.5;Casa unifamiliar
2024-05-02;Cuenca;165.74;2.6;3.3;Adosado
2024-05-02;Gerona;79.91;3.1;3.3;Piso
2024-05-02;Granada;201.74;1.8;7.7;Piso
2024-05-02;Guadalajara;180.73;4.5;4.4;Piso
2024-05-02;Guipúzcoa;29.76;4.1;4.4;Dúplex
2024-05-02;Huelva;279.06;4.7;4.4;Dúplex
2024-05-02;Huesca;174.43;4.3;4.4;Piso
2024-05-02;Jaén;133.04;4.4;4.4;Adosado
2024-05-02;León;226.61;3.1;6.6;Casa unifamiliar
2024-05-02;Lérida;104.21;4.6;3.3;Dúplex
2024-05-02;Lugo;173.92;3.1;5.5;Adosado
2024-05-02;Madrid;88.55;3.1;6.6;Dúplex
2024-05-02;Málaga;102.29;4.3;3.3;Dúplex
2024-05-02;Murcia;220.66;1.3;7.7;Adosado
2024-05-02;Navarra;105.65;2.6;7.7;Adosado
2024-05-02;Orense;133.89;1.6;7.7;Casa unifamiliar
2024-05-02;Palencia;116.93;4.9;5.5;Dúplex
2024-05-02;Las Palmas;107.05;2.2;5.5;Casa unifamiliar
2024-05-02;Pontevedra;269.18;3.7;7.7;Dúplex
2024-05-02;La Rioja;205.67;2.7;3.3;Casa unifamiliar
2024-05-02;Salamanca;138.98;2.8;5.5;Piso
2024-05-02;Segovia;186.69;2.5;6.6;Piso
2024-05-02;Sevilla;140.58;2.0;6.6;Dúplex
2024-05-02;Soria;57.66;4.8;6.6;Dúplex
2024-05-02;Tarragona;39.25;2.3;3.3;Dúplex
2024-05-02;Santa Cruz de Tenerife;298.48;4.9;4.4;Adosado
2024-05-02;Teruel;279.95;4.0;5.5;Dúplex
2024-05-02;Toledo;153.34;3.8;5.5;Dúplex
2024-05-02;Valencia;46.52;3.6;4.4;Adosado
2024-05-02;Valladolid;136.25;3.1;5.5;Piso
2024-05-02;Vizcaya;205.92;3.6;5.5;Adosado
2024-05-02;Zamora;85.59;2.0;3.3;Piso
2024-05-02;Zaragoza;24.84;2.8;3.3;Casa unifamiliar
2024-05-03;Álava;246.9;1.2;4.4;Dúplex
2024-05-03;Albacete;202.8;4.7;3.3;Adosado
2024-05-03;Alicante;220.77;3.7;5.5;Dúplex
2024-05-03;Almería;196.22;3.4;5.5;Casa unifamiliar
2024-05-03;Asturias;153.63;3.2;7.7;Adosado
2024-05-03;Ávila;79.64;4.5;7.7;Casa unifamiliar
2024-05-03;Badajoz;256.59;2.4;3.3;Piso
2024-05-03;Baleares;264.17;2.9;5.5;Piso
2024-05-03;Barcelona;120.56;4.4;5.5;Piso
2024-05-03;Burgos;289.95;4.2;5.5;Piso
2024-05-03;Cáceres;178.32;1.3;7.7;Dúplex
2024-05-03;Cádiz;148.61;2.3;3.3;Adosado
2024-05-03;Cantabria;69.67;3.4;3.3;Adosado
2024-05-03;Castellón;93.03;4.9;7.7;Dúplex
2024-05-03;Ciudad Real;251.81;3.5;4.4;Piso
2024-05-03;Córdoba;95.74;1.2;7.7;Adosado
2024-05-03;La Coruña;194.76;1.3;5.5;Adosado
2024-05-03;Cuenca;266.15;4.8;3.3;Piso
2024-05-03;Gerona;243.41;4.0;6.6;Casa unifamiliar
2024-05-03;Granada;290.59;2.6;7.7;Piso
2024-05-03;Guadalajara;83.08;4.1;7.7;Adosado
2024-05-03;Guipúzcoa;298.7;4.4;7.7;Adosado
2024-05-03;Huelva;263.52;1.1;3.3;Piso
2024-05-03;Huesca;21.06;4.3;5.5;Dúplex
2024-05-03;Jaén;202.3;4.5;5.5;Piso
2024-05-03;León;32.35;4.3;6.6;Casa unifamiliar
2024-05-03;Lérida;40.72;2.7;6.6;Adosado
2024-05-03;Lugo;193.24;3.3;3.3;Casa unifamiliar
2024-05-03;Madrid;193.93;1.3;6.6;Piso
2024-05-03;Málaga;205.99;3.8;4.4;Casa unifamiliar
2024-05-03;Murcia;102.99;1.2;7.7;Adosado
2024-05-03;Navarra;260.95;2.6;6.6;Casa unifamiliar
2024-05-03;Orense;100.37;2.9;3.3;Adosado
2024-05-03;Palencia;82.87;2.5;5.5;Piso
2024-05-03;Las Palmas;123.1;1.9;4.4;Dúplex
2024-05-03;Pontevedra;73.59;3.2;6.6;Piso
2024-05-03;La Rioja;86.14;5.0;6.6;Casa unifamiliar
2024-05-03;Salamanca;254.05;2.7;7.7;Casa unifamiliar
2024-05-03;Segovia;168.71;3.1;3.3;Adosado
2024-05-03;Sevilla;194.93;3.9;5.5;Piso
2024-05-03;Soria;285.13;2.9;4.4;Casa unifamiliar
2024-05-03;Tarragona;82.4;1.9;7.7;Dúplex
2024-05-03;Santa Cruz de Tenerife;257.88;3.1;3.3;Piso
2024-05-03;Teruel;127.47;2.1;5.5;Dúplex
2024-05-03;Toledo;78.78;4.6;6.6;Adosado
