Fecha;Provincia;Consumo energético (kWh/m²);Media de residentes;Potencia contratada (kW);Tipo de vivienda;ALTITUD;TMEDIA;TMIN;TMAX;DIR;VELMEDIA;RACHA;SOL;PRESMAX;PRESMIN;Festivo;Entre semana
2024-12-22;ASTURIAS;185.48;1.5;5.5;Casa unifamiliar;579.993318385757;16.352307570121557;10.549583046732712;22.155476631292192;25.36212692067787;2.8031650677417916;9.859446114551394;7.668477139019642;956.6430951012467;952.1071602616106;NO;NO
2024-12-23;ASTURIAS;79.71;2.7;4.4;Dúplex;579.993318385757;16.352307570121557;10.549583046732712;22.155476631292192;25.36212692067787;2.8031650677417916;9.859446114551394;7.668477139019642;956.6430951012467;952.1071602616106;NO;SI
2024-12-24;ASTURIAS;163.73;2.1;7.7;Piso;579.993318385757;16.352307570121557;10.549583046732712;22.155476631292192;25.36212692067787;2.8031650677417916;9.859446114551394;7.668477139019642;956.6430951012467;952.1071602616106;NO;SI
2024-12-25;ASTURIAS;251.51;4.0;6.6;Piso;579.993318385757;16.352307570121557;10.549583046732712;22.155476631292192;25.36212692067787;2.8031650677417916;9.859446114551394;7.668477139019642;956.6430951012467;952.1071602616106;SI;SI
2024-12-26;ASTURIAS;282.1;3.3;3.3;Piso;579.993318385757;16.352307570121557;10.549583046732712;22.155476631292192;25.36212692067787;2.8031650677417916;9.859446114551394;7.668477139019642;956.6430951012467;952.1071602616106;NO;SI
2024-12-27;ASTURIAS;242.71;2.9;5.5;Casa unifamiliar;579.993318385757;16.352307570121557;10.549583046732712;22.155476631292192;25.36212692067787;2.8031650677417916;9.859446114551394;7.668477139019642;956.6430951012467;952.1071602616106;NO;SI
2024-12-28;ASTURIAS;21.0;4.5;6.6;Casa unifamiliar;579.993318385757;16.352307570121557;10.549583046732712;22.155476631292192;25.36212692067787;2.8031650677417916;9.859446114551394;7.668477139019642;956.6430951012467;952.1071602616106;NO;NO
2024-12-29;ASTURIAS;85.47;3.4;7.7;Casa unifamiliar;579.993318385757;16.352307570121557;10.549583046732712;22.155476631292192;25.36212692067787;2.8031650677417916;9.859446114551394;7.668477139019642;956.6430951012467;952.1071602616106;NO;NO
2024-12-30;ASTURIAS;265.73;4.9;5.5;Dúplex;579.993318385757;16.352307570121557;10.549583046732712;22.155476631292192;25.36212692067787;2.8031650677417916;9.859446114551394;7.668477139019642;956.6430951012467;952.1071602616106;NO;SI
2024-12-31;ASTURIAS;75.95;1.5;6.6;Casa unifamiliar;579.993318385757;16.352307570121557;10.549583046732712;22.155476631292192;25.36212692067787;2.8031650677417916;9.859446114551394;7.668477139019642;956.6430951012467;952.1071602616106;NO;SI
2024-01-01;AVILA;250.93;3.4;4.4;Piso;941.1111111111112;5.444444444444445;-0.1111111111111111;10.966666666666669;22.125;1.4555555555555555;6.4875;6.4;892.3;889.4;SI;SI
2024-01-02;AVILA;115.58;4.0;3.3;Piso;941.1111111111112;7.311111111111111;2.3666666666666667;12.3;31.444444444444443;3.7777777777777777;12.133333333333333;0.8;892.2;888.8;NO;SI
2024-01-03;AVILA;91.29;1.3;7.7;Adosado;910.0;9.3;5.9;12.71;31.3;2.69;10.92;0.0;892.0;888.9;NO;SI
2024-01-04;AVILA;64.61;4.2;6.6;Dúplex;910.0;7.19;4.470000000000001;9.93;26.5;1.46;8.879999999999999;0.1;891.2;881.5;NO;SI
2024-01-05;AVILA;189.89;2.5;5.5;Dúplex;910.0;4.69;2.15;7.25;32.9;4.470000000000001;13.0;1.7;887.1;879.9;NO;SI
2024-01-06;AVILA;232.74;2.4;4.4;Dúplex;910.0;4.2;0.27;8.09;25.4;2.71;9.84;5.1;892.3;887.0;SI;NO
2024-01-07;AVILA;256.35;4.8;7.7;Dúplex;910.0;2.99;-2.55;8.53;34.0;1.31;5.83;7.1;893.4;891.5;NO;NO
2024-01-08;AVILA;134.86;1.5;7.7;Piso;910.0;1.72;-4.220000000000001;7.69;40.2;0.89;5.12;5.6;892.0;888.0;NO;SI
2024-01-09;AVILA;159.42;1.8;4.4;Casa unifamiliar;910.0;4.23;1.55;6.95;12.9;1.03;4.86;0.1;889.1;887.4;NO;SI
2024-01-10;AVILA;138.34;3.5;3.3;Dúplex;910.0;5.11;3.09;7.12;35.5;3.22;8.83;0.1;890.0;887.8;NO;SI
2024-01-11;AVILA;112.84;2.4;4.4;Adosado;910.0;3.37;-0.48;7.19;20.4;1.91;6.94;4.5;892.7;888.7;NO;SI
2024-01-12;AVILA;158.88;2.7;4.4;Dúplex;910.0;2.44;-3.11;7.979999999999999;23.2;2.02;8.040000000000001;6.0;894.5;891.7;NO;SI
2024-01-13;AVILA;23.23;2.6;4.4;Dúplex;910.0;7.220000000000001;2.2;12.22;16.6;2.2;8.14;0.3;895.1;891.9;NO;NO
2024-01-14;AVILA;245.37;2.0;4.4;Adosado;910.0;8.7;6.233333333333333;11.177777777777775;20.9;3.68;13.88;0.0;892.2;888.1;NO;NO
2024-01-15;AVILA;261.18;3.3;3.3;Dúplex;910.0;11.144444444444444;8.922222222222222;13.377777777777778;24.3;2.88;10.02;0.3;888.1;885.7;NO;SI
2024-01-16;AVILA;166.31;3.4;7.7;Casa unifamiliar;941.1111111111112;12.0625;9.4125;14.725;19.666666666666668;3.955555555555556;15.3;0.9;886.6;877.5;NO;SI
2024-01-17;AVILA;110.18;3.7;6.6;Casa unifamiliar;941.1111111111112;9.25;6.7;11.7625;23.33333333333333;5.522222222222222;18.366666666666667;4.5;879.1;872.9;NO;SI
2024-01-18;AVILA;228.37;2.8;6.6;Dúplex;910.0;9.9875;6.925;13.0375;23.55555555555556;3.888888888888889;14.444444444444445;6.2;882.8;878.9;NO;SI
2024-01-19;AVILA;102.15;1.3;3.3;Piso;910.0;3.7;-0.3444444444444445;7.777777777777778;13.3;2.83;11.47;0.0;888.2;877.5;NO;SI
2024-01-20;AVILA;267.53;2.4;4.4;Adosado;910.0;3.2777777777777777;-2.3;8.877777777777778;23.6;1.3;7.640000000000001;6.2;899.3;888.2;NO;NO
2024-01-21;AVILA;29.21;1.2;7.7;Dúplex;910.0;5.211111111111111;-1.9777777777777776;12.411111111111111;36.3;1.14;4.75;7.9;903.9;898.6;NO;NO
2024-01-22;AVILA;288.84;2.8;4.4;Dúplex;910.0;7.522222222222222;0.8777777777777778;14.18888888888889;36.4;1.85;8.0;5.8;907.2;903.5;NO;SI
2024-01-23;AVILA;210.89;1.1;7.7;Casa unifamiliar;910.0;11.333333333333334;4.733333333333333;17.966666666666665;26.9;1.0;5.32;6.4;908.6;906.4;NO;SI
2024-01-24;AVILA;157.34;2.1;6.6;Casa unifamiliar;910.0;10.7125;2.7875;18.6375;54.77777777777778;1.07;4.355555555555556;8.0;908.4;906.3;NO;SI
2024-01-25;AVILA;264.45;3.4;5.5;Dúplex;910.0;11.38888888888889;3.211111111111111;19.53333333333333;30.3;1.06;4.41;8.0;906.6;903.5;NO;SI
2024-01-26;AVILA;223.31;3.0;6.6;Adosado;910.0;11.066666666666666;3.055555555555556;19.08888888888889;33.2;0.97;4.15;8.0;904.3;901.6;NO;SI
2024-01-27;AVILA;291.18;2.0;6.6;Dúplex;910.0;11.4;3.966666666666667;18.83333333333333;17.7;1.3;5.37;6.9;901.6;898.4;NO;NO
2024-01-28;AVILA;122.47;4.8;6.6;Dúplex;910.0;11.38888888888889;4.666666666666667;18.1;24.5;1.83;7.44;7.4;898.7;897.0;NO;NO
2024-01-29;AVILA;155.39;4.9;5.5;Piso;910.0;10.6625;5.15;16.15;16.2;1.32;5.5;6.2;900.2;897.5;NO;SI
2024-01-30;AVILA;242.13;2.9;7.7;Dúplex;910.0;9.2;2.1444444444444444;16.27777777777778;18.3;1.26;5.2;8.4;902.6;899.8;NO;SI
2024-01-31;AVILA;140.84;2.3;7.7;Piso;910.0;8.177777777777777;1.411111111111111;14.955555555555556;16.5;1.24;5.5600000000000005;8.3;905.4;902.3;NO;SI
2024-02-01;AVILA;160.6;1.3;4.4;Dúplex;910.0;8.425;0.5874999999999999;16.2375;16.5;1.52;5.61;8.4;906.6;904.0;NO;SI
2024-02-02;AVILA;80.4;4.3;4.4;Adosado;910.0;8.233333333333333;1.4444444444444444;15.011111111111113;16.2;1.31;6.55;8.5;904.4;900.4;NO;SI
2024-02-03;AVILA;50.34;2.3;6.6;Adosado;910.0;9.54;2.41;16.69;16.1;1.53;6.05;8.7;902.4;900.4;NO;NO
2024-02-04;AVILA;153.24;2.8;4.4;Casa unifamiliar;910.0;9.27;1.09;17.48;24.5;1.48;4.75;8.7;902.3;900.5;NO;NO
2024-02-05;AVILA;203.49;3.2;6.6;Adosado;941.1111111111112;8.033333333333333;0.8666666666666667;15.2;32.44444444444444;1.0444444444444445;4.688888888888888;7.9;901.5;898.1;NO;SI
2024-02-06;AVILA;206.43;4.3;3.3;Adosado;910.0;9.32;3.13;15.5;24.1;2.04;6.87;7.7;898.2;895.5;NO;SI
2024-02-07;AVILA;286.94;2.6;4.4;Adosado;910.0;6.58;1.1800000000000002;12.01;25.2;2.53;8.7;1.1;896.1;890.0;NO;SI
2024-02-08;AVILA;77.63;2.8;3.3;Piso;910.0;8.85;6.32;11.38;29.6;5.0;17.95;0.0;890.1;872.3;NO;SI
2024-02-09;AVILA;210.79;4.1;7.7;Adosado;910.0;8.32;5.74;10.94;22.4;3.72;15.06;1.0;872.3;861.2;NO;SI
2024-02-10;AVILA;221.74;2.2;6.6;Piso;910.0;5.14;2.31;7.93;28.8;5.18;15.53;3.4;880.9;864.8;NO;NO
2024-02-11;AVILA;82.0;2.6;3.3;Casa unifamiliar;910.0;4.84;1.3299999999999998;8.36;23.3;2.53;10.87;0.6;882.8;880.0;NO;NO
2024-02-12;AVILA;218.19;2.3;7.7;Casa unifamiliar;910.0;10.55;6.38;14.75;26.1;4.14;13.53;4.6;891.7;880.6;NO;SI
2024-02-13;AVILA;218.73;2.4;7.7;Piso;910.0;11.7;7.56;15.82;23.3;2.28;8.34;3.7;896.4;891.4;NO;SI
2024-02-14;AVILA;293.04;2.5;6.6;Piso;910.0;11.87;6.8;16.95;23.6;2.78;10.4;0.0;896.3;891.5;NO;SI
2024-02-15;AVILA;213.7;3.7;3.3;Piso;910.0;11.57;7.56;15.63;17.5;3.99;14.45;1.7;891.5;885.7;NO;SI
2024-02-16;AVILA;277.42;3.2;3.3;Casa unifamiliar;910.0;8.309999999999999;3.69;12.94;40.0;2.29;8.42;1.7;899.5;891.2;NO;SI
2024-02-17;AVILA;42.66;5.0;7.7;Piso;910.0;8.28;1.44;15.12;17.7;1.9;6.87;9.4;904.6;899.2;NO;NO
2024-02-18;AVILA;90.48;3.6;6.6;Adosado;910.0;9.2;1.14;17.27;32.3;1.45;5.48;9.4;905.7;903.9;NO;NO
2024-02-19;AVILA;204.54;3.6;3.3;Dúplex;910.0;10.16;3.34;16.97;15.0;2.22;8.45;9.4;905.0;902.0;NO;SI
2024-02-20;AVILA;103.47;2.3;5.5;Piso;910.0;10.13;1.09;19.16;37.2;1.26;5.45;9.4;903.0;899.6;NO;SI
2024-02-21;AVILA;281.1;1.5;4.4;Adosado;910.0;9.07;1.69;16.45;28.0;1.85;7.409999999999999;3.7;899.6;893.3;NO;SI
2024-02-22;AVILA;208.57;4.2;6.6;Casa unifamiliar;910.0;8.47;3.5700000000000003;13.36;35.2;5.13;17.19;5.6;893.3;882.0;NO;SI
2024-02-23;AVILA;279.4;2.5;7.7;Dúplex;910.0;5.23;2.13;8.34;34.9;5.220000000000001;15.13;2.9;884.2;881.7;NO;SI
2024-02-24;AVILA;134.91;4.2;4.4;Casa unifamiliar;910.0;5.17;1.69;8.65;24.6;4.98;14.66;6.2;887.6;881.1;NO;NO
2024-02-25;AVILA;218.46;3.3;3.3;Adosado;910.0;8.690000000000001;4.98;12.4;24.3;6.44;17.619999999999997;1.8;886.6;878.4;NO;NO
2024-02-26;AVILA;162.98;2.3;3.3;Adosado;910.0;4.99;2.0;7.970000000000001;32.9;6.18;16.35;3.6;885.6;877.0;NO;SI
2024-02-27;AVILA;132.78;4.1;4.4;Adosado;910.0;4.38;-0.21;9.01;29.6;4.36;13.55;7.8;893.9;885.5;NO;SI
2024-02-28;AVILA;60.36;4.3;6.6;Adosado;972.2222222222222;3.966666666666667;-1.5;9.4;18.0;2.7666666666666666;11.355555555555556;4.7;895.8;893.1;NO;SI
2024-02-29;AVILA;141.99;4.5;7.7;Adosado;972.2222222222222;5.411111111111111;-0.7777777777777778;11.6;26.33333333333333;4.711111111111111;16.48888888888889;5.8;893.7;887.6;NO;SI
2024-03-01;AVILA;230.31;4.7;6.6;Piso;972.2222222222222;4.311111111111111;-0.8777777777777778;9.522222222222222;32.77777777777778;3.955555555555556;12.955555555555556;3.1;891.5;883.9;NO;SI
2024-03-02;AVILA;89.87;4.2;6.6;Piso;972.2222222222222;4.711111111111111;0.2888888888888888;9.1;25.22222222222222;5.822222222222222;19.844444444444445;1.5;883.9;871.0;NO;NO
2024-03-03;AVILA;89.59;4.9;5.5;Adosado;972.2222222222222;3.1666666666666665;-0.7888888888888889;7.111111111111111;28.0;4.377777777777777;12.81111111111111;8.0;887.3;878.3;NO;NO
2024-03-04;AVILA;94.63;2.6;7.7;Casa unifamiliar;972.2222222222222;6.822222222222222;2.2555555555555555;11.422222222222222;25.0;4.211111111111111;13.17777777777778;5.2;891.9;886.5;NO;SI
2024-03-05;AVILA;171.35;3.5;6.6;Piso;972.2222222222222;5.4;0.0888888888888888;10.72222222222222;28.22222222222222;1.911111111111111;7.833333333333333;7.4;895.0;891.8;NO;SI
2024-03-06;AVILA;62.25;4.3;7.7;Piso;972.2222222222222;5.877777777777777;-1.7222222222222223;13.5;26.88888888888889;2.1333333333333333;9.366666666666667;9.9;893.6;884.7;NO;SI
2024-03-07;AVILA;84.54;2.6;4.4;Adosado;972.2222222222222;5.033333333333333;1.5666666666666669;8.5;19.0;4.855555555555555;16.033333333333335;3.5;884.7;875.0;NO;SI
2024-03-08;AVILA;145.06;2.4;4.4;Piso;972.2222222222222;5.111111111111111;1.4333333333333331;8.766666666666667;21.33333333333333;5.922222222222222;17.366666666666667;6.8;876.4;867.7;NO;SI
2024-03-09;AVILA;152.14;2.9;6.6;Casa unifamiliar;972.2222222222222;4.1;1.2222222222222223;6.988888888888889;24.11111111111111;4.655555555555555;15.188888888888888;7.1;868.8;865.6;NO;NO
2024-03-10;AVILA;146.77;3.3;6.6;Casa unifamiliar;972.2222222222222;5.933333333333334;2.3;9.588888888888889;43.66666666666666;5.699999999999999;14.822222222222225;4.3;884.5;868.0;NO;NO
2024-03-11;AVILA;179.72;1.7;3.3;Dúplex;972.2222222222222;6.833333333333333;2.488888888888889;11.177777777777775;29.444444444444443;4.2444444444444445;11.755555555555556;9.0;894.0;884.5;NO;SI
2024-03-12;AVILA;181.14;4.6;5.5;Casa unifamiliar;972.2222222222222;8.088888888888889;0.4222222222222221;15.744444444444444;25.55555555555556;1.6444444444444444;6.588888888888889;10.6;894.4;890.9;NO;SI
2024-03-13;AVILA;150.49;2.9;4.4;Adosado;972.2222222222222;10.7;3.2222222222222223;18.166666666666668;16.555555555555557;2.3777777777777778;8.955555555555556;10.6;890.9;887.2;NO;SI
2024-03-14;AVILA;195.67;3.8;4.4;Dúplex;910.0;9.73;4.36;15.11;22.6;3.02;9.97;7.2;892.3;888.1;NO;SI
2024-03-15;AVILA;56.16;3.2;7.7;Casa unifamiliar;910.0;11.13;5.69;16.59;31.9;2.39;8.25;6.1;896.3;891.8;NO;SI
2024-03-16;AVILA;91.19;4.1;3.3;Dúplex;910.0;11.27;3.76;18.79;26.0;1.7399999999999998;7.17;8.2;897.0;895.1;NO;NO
2024-03-17;AVILA;198.74;3.8;7.7;Casa unifamiliar;910.0;12.95;5.6;20.34;22.3;1.53;5.67;8.3;895.9;892.4;NO;NO
2024-03-18;AVILA;33.23;2.5;5.5;Casa unifamiliar;910.0;13.57;5.88;21.21;31.6;1.37;5.98;10.1;893.2;889.7;NO;SI
2024-03-19;AVILA;156.39;3.7;4.4;Adosado;910.0;14.48;6.470000000000001;22.5;20.6;2.04;7.81;9.7;889.9;886.9;NO;SI
2024-03-20;AVILA;83.93;3.2;3.3;Casa unifamiliar;910.0;14.38;7.970000000000001;20.78;17.8;2.37;9.57;8.3;888.7;885.3;NO;SI
2024-03-21;AVILA;48.51;2.8;6.6;Piso;910.0;16.43;10.64;22.19;10.1;4.17;14.34;6.7;894.3;888.3;NO;SI
2024-03-22;AVILA;27.14;1.5;4.4;Piso;910.0;17.82;10.59;25.06;21.1;2.06;8.3;10.1;894.1;890.5;NO;SI
2024-03-23;AVILA;266.97;3.0;6.6;Adosado;910.0;15.580000000000002;8.790000000000001;22.35;26.8;1.7399999999999998;7.52;9.3;892.9;889.5;NO;NO
2024-03-24;AVILA;46.73;1.2;5.5;Dúplex;910.0;13.3;6.55;20.02;20.1;1.95;7.709999999999999;8.3;890.4;878.6;NO;NO
2024-03-25;AVILA;299.85;2.2;3.3;Casa unifamiliar;910.0;10.32;5.0;15.65;33.2;4.0;12.4;6.1;878.6;867.8;NO;SI
2024-03-26;AVILA;70.16;4.6;3.3;Adosado;910.0;4.49;0.72;8.3;26.1;3.81;15.25;3.9;869.8;866.0;NO;SI
2024-03-27;AVILA;98.54;1.2;3.3;Adosado;941.1111111111112;8.088888888888889;3.5444444444444443;12.666666666666666;32.111111111111114;7.444444444444445;20.25555555555556;8.0;870.9;866.8;NO;SI
2024-03-28;AVILA;235.42;3.5;5.5;Dúplex;910.0;9.14;4.57;13.68;30.3;5.69;18.85;6.9;873.0;869.7;NO;SI
2024-03-29;AVILA;271.94;3.2;5.5;Casa unifamiliar;910.0;5.33;2.45;8.24;33.3;1.97;10.23;2.3;870.8;869.3;NO;SI
2024-03-30;AVILA;91.72;4.0;3.3;Piso;910.0;6.13;2.77;9.53;27.9;3.830000000000001;12.98;4.8;869.7;864.0;NO;NO
2024-03-31;AVILA;195.44;2.4;7.7;Piso;910.0;5.48;1.69;9.19;39.3;3.33;13.03;3.6;876.7;864.4;NO;NO
2024-04-01;AVILA;167.29;2.1;3.3;Dúplex;910.0;6.55;2.16;10.95;24.2;4.14;13.89;9.2;889.2;876.7;NO;SI
2024-04-02;AVILA;23.99;3.0;5.5;Adosado;910.0;8.01;3.26;12.79;21.5;3.84;13.11;2.3;889.3;886.4;NO;SI
2024-04-03;AVILA;294.12;3.1;7.7;Adosado;910.0;10.77;5.01;16.55;22.7;2.95;8.98;10.7;893.0;888.6;NO;SI
2024-04-04;AVILA;183.99;3.4;5.5;Adosado;910.0;11.69;3.68;19.68;21.7;2.4;9.06;9.9;892.9;888.6;NO;SI
2024-04-05;AVILA;99.44;3.2;6.6;Piso;910.0;15.43;9.25;21.61;16.4;3.94;12.31;9.6;889.5;885.8;NO;SI
2024-04-06;AVILA;247.05;1.5;6.6;Piso;910.0;16.619999999999997;11.29;21.97;25.6;3.71;12.28;4.7;890.3;884.2;NO;NO
2024-04-07;AVILA;156.61;2.8;5.5;Adosado;910.0;14.46;9.74;19.17;19.7;3.18;10.65;6.3;889.3;885.5;NO;NO
2024-04-08;AVILA;199.62;4.0;5.5;Casa unifamiliar;910.0;9.32;4.08;14.56;25.0;4.0;15.65;5.6;893.3;883.7;NO;SI
2024-04-09;AVILA;151.58;3.4;5.5;Dúplex;910.0;7.529999999999999;0.92;14.14;31.1;2.0900000000000003;8.690000000000001;12.4;901.1;893.3;NO;SI
2024-04-10;AVILA;294.15;4.3;3.3;Casa unifamiliar;910.0;10.32;1.97;18.66;32.7;2.0;8.25;11.9;902.5;899.9;NO;SI
2024-04-11;AVILA;247.35;1.4;6.6;Piso;910.0;15.3;7.19;23.41;22.5;2.65;8.870000000000001;12.3;902.5;900.5;NO;SI
2024-04-12;AVILA;162.86;3.2;4.4;Dúplex;910.0;16.330000000000002;7.81;24.85;25.2;1.83;6.340000000000001;12.4;902.9;900.3;NO;SI
2024-04-13;AVILA;261.74;1.7;7.7;Dúplex;910.0;17.47;8.92;25.99;29.8;1.62;6.23;11.6;901.2;898.2;NO;NO
2024-04-14;AVILA;257.25;3.3;3.3;Casa unifamiliar;910.0;17.94;9.54;26.32;28.8;1.7399999999999998;6.369999999999999;12.3;898.8;895.3;NO;NO
2024-04-15;AVILA;292.73;2.9;6.6;Casa unifamiliar;910.0;17.72;10.68;24.770000000000003;34.5;2.19;8.08;12.2;895.7;893.3;NO;SI
2024-04-16;AVILA;271.64;1.4;4.4;Piso;910.0;15.34;7.729999999999999;22.92;30.9;2.22;7.81;12.3;893.9;890.0;NO;SI
2024-04-17;AVILA;287.51;2.7;4.4;Dúplex;910.0;12.27;4.98;19.58;16.3;2.3600000000000003;7.95;12.3;890.7;888.2;NO;SI
2024-04-18;AVILA;262.34;3.4;7.7;Piso;910.0;12.05;3.6;20.47;20.3;2.25;8.39;12.4;891.5;888.9;NO;SI
2024-04-19;AVILA;230.13;4.6;5.5;Piso;910.0;12.75;3.8;21.69;17.3;2.1900000000000004;8.57;12.0;891.4;889.2;NO;SI
2024-04-20;AVILA;86.71;3.2;7.7;Piso;910.0;14.69;6.82;22.6;31.9;2.3600000000000003;8.190000000000001;11.9;889.8;886.3;NO;NO
2024-04-21;AVILA;205.0;4.1;6.6;Casa unifamiliar;910.0;12.94;4.61;21.29;27.6;2.21;8.879999999999999;12.8;889.2;887.1;NO;NO
2024-04-22;AVILA;133.2;2.8;5.5;Adosado;910.0;8.86;1.8;15.91;12.2;3.25;11.12;10.8;891.8;888.5;NO;SI
2024-04-23;AVILA;77.12;2.5;4.4;Piso;910.0;7.109999999999999;-0.93;15.14;30.1;2.65;9.75;12.0;892.1;889.1;NO;SI
2024-04-24;AVILA;243.53;3.8;3.3;Piso;910.0;9.05;0.6799999999999999;17.41;24.3;2.26;8.120000000000001;13.0;891.9;886.0;NO;SI
2024-04-25;AVILA;216.49;4.2;3.3;Casa unifamiliar;910.0;10.48;4.66;16.28;27.5;2.58;9.01;3.5;886.0;880.4;NO;SI
2024-04-26;AVILA;218.36;3.9;7.7;Casa unifamiliar;910.0;10.0;5.12;14.85;23.3;3.1100000000000003;12.02;3.4;881.4;873.5;NO;SI
2024-04-27;AVILA;191.66;3.9;3.3;Adosado;910.0;8.01;3.76;12.25;23.6;3.5200000000000005;13.8;4.4;880.9;871.5;NO;NO
2024-04-28;AVILA;241.26;1.3;3.3;Dúplex;910.0;8.0;1.47;14.48;28.0;1.91;9.49;8.2;887.2;880.7;NO;NO
2024-04-29;AVILA;132.18;1.4;5.5;Dúplex;910.0;9.01;1.25;16.78;29.8;2.16;8.17;10.7;888.3;886.3;NO;SI
2024-04-30;AVILA;156.97;2.4;4.4;Adosado;910.0;9.12;2.98;15.24;33.6;2.81;10.73;7.668477139019642;888.2;883.8;NO;SI
2024-05-01;AVILA;229.68;1.1;6.6;Adosado;910.0;7.18;3.01;11.33;28.0;3.577777777777778;13.580000000000002;7.1;886.4;882.4;SI;SI
2024-05-02;AVILA;261.81;1.9;4.4;Adosado;910.0;7.08;1.12;12.99;33.9;3.4799999999999995;10.79;7.1;890.7;886.3;NO;SI
2024-05-03;AVILA;79.64;4.5;7.7;Casa unifamiliar;910.0;8.89;1.18;16.55;32.2;2.83;9.78;11.8;891.8;889.7;NO;SI
2024-05-04;AVILA;92.57;2.1;6.6;Adosado;910.0;13.1;5.32;20.83;23.6;3.96;11.92;11.5;890.7;888.5;NO;NO
2024-05-05;AVILA;175.49;4.3;5.5;Casa unifamiliar;910.0;13.25;8.74;17.759999999999998;25.3;3.64;12.33;3.8;889.5;884.9;NO;NO
2024-05-06;AVILA;84.61;1.5;6.6;Piso;910.0;12.12;6.720000000000001;17.48;36.7;2.97;9.03;7.8;891.0;884.7;NO;SI
2024-05-07;AVILA;227.63;2.6;7.7;Piso;910.0;12.06;3.94;20.2;10.9;2.15;8.05;13.2;895.6;890.8;NO;SI
2024-05-08;AVILA;298.7;4.6;6.6;Adosado;910.0;14.28;5.12;23.44;16.0;1.77;6.790000000000001;13.0;895.3;892.1;NO;SI
2024-05-09;AVILA;261.46;3.3;3.3;Adosado;910.0;16.05;6.459999999999999;25.660000000000004;19.6;1.64;6.83;10.7;892.7;889.7;NO;SI
2024-05-10;AVILA;285.71;1.2;4.4;Piso;910.0;17.759999999999998;8.66;26.860000000000003;18.4;1.99;7.82;12.6;891.1;888.1;NO;SI
2024-05-11;AVILA;278.52;1.2;7.7;Piso;910.0;18.04;10.46;25.64;33.4;2.54;9.75;6.9;890.7;888.0;NO;NO
2024-05-12;AVILA;186.08;2.5;6.6;Adosado;910.0;17.1;9.4;24.78;28.6;1.95;7.720000000000001;11.1;890.7;888.8;NO;NO
2024-05-13;AVILA;81.92;3.6;3.3;Casa unifamiliar;910.0;16.66;8.78;24.55;34.4;3.69;12.1;9.8;889.0;882.2;NO;SI
2024-05-14;AVILA;224.8;1.4;4.4;Piso;910.0;11.31;6.74;15.86;36.2;4.0;12.2;3.7;883.3;881.5;NO;SI
2024-05-15;AVILA;288.23;2.9;7.7;Casa unifamiliar;910.0;10.15;4.46;15.84;35.7;3.75;10.69;6.0;883.1;881.3;NO;SI
2024-05-16;AVILA;56.44;3.8;5.5;Dúplex;910.0;9.77777777777778;4.422222222222222;15.077777777777776;26.11111111111111;3.4200000000000004;10.844444444444443;6.5;882.9;880.8;NO;SI
2024-05-17;AVILA;192.15;1.1;7.7;Piso;941.1111111111112;11.58888888888889;6.566666666666666;16.61111111111111;29.11111111111111;3.388888888888889;9.8;5.3;885.3;880.6;NO;SI
2024-05-18;AVILA;69.19;1.9;4.4;Casa unifamiliar;941.1111111111112;11.166666666666666;4.422222222222222;17.955555555555556;26.0;2.7777777777777777;9.322222222222225;5.4;885.5;883.8;NO;NO
2024-05-19;AVILA;121.18;1.2;6.6;Piso;941.1111111111112;11.27777777777778;6.177777777777778;16.355555555555554;24.444444444444443;2.066666666666667;8.822222222222223;3.9;885.2;882.8;NO;NO
2024-05-20;AVILA;180.97;1.3;7.7;Dúplex;941.1111111111112;10.622222222222222;3.711111111111111;17.544444444444444;35.77777777777778;2.477777777777778;9.055555555555555;6.7;887.1;884.1;NO;SI
2024-05-21;AVILA;264.69;2.6;3.3;Adosado;910.0;12.86;7.779999999999999;17.96;37.4;3.31;10.07;10.6;891.1;886.8;NO;SI
2024-05-22;AVILA;42.05;2.2;6.6;Dúplex;910.0;12.12;5.25;18.97;35.3;2.97;10.31;11.5;891.3;889.4;NO;SI
2024-05-23;AVILA;92.92;1.3;4.4;Casa unifamiliar;910.0;13.330000000000002;4.32;22.33;23.1;1.77;7.07;13.8;891.0;888.8;NO;SI
2024-05-24;AVILA;237.73;3.7;3.3;Dúplex;910.0;15.63;6.29;25.0;33.1;1.88;7.779999999999999;13.8;890.6;888.6;NO;SI
2024-05-25;AVILA;83.6;2.4;3.3;Casa unifamiliar;910.0;16.759999999999998;7.790000000000001;25.71;26.4;3.25;10.34;13.6;891.7;889.4;NO;NO
2024-05-26;AVILA;237.92;4.7;7.7;Casa unifamiliar;910.0;17.18;8.92;25.46;27.1;2.64;10.13;13.8;891.9;889.8;NO;NO
2024-05-27;AVILA;160.11;1.9;6.6;Casa unifamiliar;910.0;17.28;8.459999999999999;26.09;22.4;1.96;7.62;12.9;893.6;890.7;NO;SI
2024-05-28;AVILA;163.09;1.6;4.4;Casa unifamiliar;910.0;18.91;9.17;28.660000000000004;22.0;1.81;7.44;13.2;893.6;891.6;NO;SI
2024-05-29;AVILA;95.49;1.3;7.7;Dúplex;910.0;21.26;12.04;30.5;26.9;1.7899999999999998;7.720000000000001;13.9;893.2;890.0;NO;SI
2024-05-30;AVILA;274.44;3.5;5.5;Casa unifamiliar;910.0;21.9;12.88;30.910000000000004;23.6;2.17;8.66;13.1;890.4;886.4;NO;SI
